%Class,%Class,代码，显示NPC的职业名字。
%Name,%Name,《上古卷轴3：晨风》中的代码，通用对话中显示说话的NPC名字。
Alma-Par-Essi,奥玛-帕-艾熙,奥德莫语，意为“人类之母”，本指阿莱西亚，上古卷轴世界观中Empress一词的前身。
Alma-Rula,审判长,审判席神殿内的一个职位，下辖三个大教团。
Almalexia,阿玛莱西娅,SPEL.FNAM|CREA.FNAM
Almalexia and Mehrunes Dagon,阿玛莱西娅与梅鲁涅斯·大衮,ACTI.FNAM
Almalexia's Blessing,阿玛莱西娅的祝福,SPEL.FNAM
Almalexia's Grace,阿玛莱西娅的恩典,SPEL.FNAM
Almalexia's Light,阿玛莱西娅之光,SPEL.FNAM
Almalexia's Shield,阿玛莱西娅之盾,SPEL.FNAM
Almalexia's Wrath,阿玛莱西娅之怒,SPEL.FNAM
Alms,奥尔姆斯,NPC_.FNAM
Alms Helothren,奥尔姆斯·赫罗瑟伦,NPC_.FNAM
Almse,奥姆瑟,NPC_.FNAM
Almse Arenim,奥姆瑟·阿雷尼姆,NPC_.FNAM
Almsi,奥姆斯,NPC_.FNAM
Almsi Oren,奥姆斯·奥伦,NPC_.FNAM
Almsivi,奥姆希维,即[Alm]alexia + Sotha [Si]l + [Vi]vec。三位一体的神学概念，并不等同于审判席。
Almsivi Intervention,奥姆希维干预,GMST.STRV|SPEL.FNAM
Almsivi Restoration,奥姆希维恢复术,SPEL.FNAM
Almsivi Restore Fighter,奥姆希维战士恢复术,SPEL.FNAM
Almsivi Restore Mage,奥姆希维法师恢复术,SPEL.FNAM
Almsivi Restore Other,奥姆希维其他恢复术,SPEL.FNAM
Almsivi Restore Stealth,奥姆希维盗贼恢复术,SPEL.FNAM
Almu,阿尔穆,NPC_.FNAM
Almu Cave Dwelling,阿尔穆的穴屋,CEL
Almurbalarammi,阿莫尔巴拉兰米,CEL
Alnas,奥纳斯,NPC_.FNAM
Alnas Sendu,奥纳斯·森都,NPC_.FNAM
Alodie,阿洛代,NPC_.FNAM
Alodie Jes,阿洛代·杰斯,NPC_.FNAM
Alof,阿罗夫,CEL
Alof the Easterner,东方人阿罗夫,NPC_.FNAM
Alof's Farmhouse,阿罗夫的农舍,CEL
Aloie,阿洛依,NPC_.FNAM
Aloie Indaram,阿洛依·因达拉姆,NPC_.FNAM
Alonisea,阿罗尼西娅,NPC_.FNAM
Alonisea Varys,阿罗尼西娅·瓦里斯,NPC_.FNAM
Also-He-Washes,他-也-洗,NPC_.FNAM
Altadoon,武器,艾诺菲语。
Altar of Thrond,瑟隆德祭坛,CEL
Altar to Mephala,梅法拉祭坛,ACTI.FNAM
Alten,奥滕,杰尔语。很可能意为“港口”。
Alteration,变化系,GMST.STRV
Altmer,傲特莫,又名高精灵，主要居住在夏暮群岛。-mer是非人类语境下的称呼，翻译时不能直接翻译为高精灵，要遵循原文翻译为傲特莫。
Altmora,奥特莫拉,*详见Atmora词条。奥德莫语。意为“古木”，指代阿特莫拉。
Alurue,阿茹乌,NPC_.FNAM
Alurue Saryon,阿茹乌·萨里昂,NPC_.FNAM
Alusannah,阿鲁萨纳,CONT.FNAM|NPC_.FNAM
Alusannah's Chest,阿鲁萨纳的箱子,CONT.FNAM
Alusaron,阿鲁萨隆,NPC_.FNAM
Alusaron: Smith,阿鲁萨隆：铁匠,CEL
Alvan,阿尔万,NPC_.FNAM
Alvan Llarys,阿尔万·拉里斯,NPC_.FNAM
Alvela,爱尔维拉,NPC_.FNAM
Alvela Saram,爱尔维拉·萨拉姆,NPC_.FNAM
Alveleg,奥夫雷格,NPC_.FNAM
Alven,埃尔文,NPC_.FNAM
Alven Salas,埃尔文·萨拉斯,NPC_.FNAM
Alveno,奥维诺,NPC_.FNAM
Alveno Andules,奥维诺·安杜雷斯,NPC_.FNAM
Alver,阿尔弗,NPC_.FNAM
Alvis,奥维斯,NPC_.FNAM
Alvis Teri,奥维斯·特里,NPC_.FNAM
Alvor,阿尔沃,NPC_.FNAM
Alvor Andas,阿尔沃·安达斯,NPC_.FNAM
Alvos,阿尔沃斯,NPC_.FNAM
Alvos Sadri,阿尔沃斯·萨德利,NPC_.FNAM
Alvring,阿尔维林,NPC_.FNAM
Alvring Whitebeard,阿尔维林·白鬃,NPC_.FNAM
Alvur,阿尔弗尔,MISC.FNAM|NPC_.FNAM
Alvur Hleran,阿尔弗尔·勒兰,NPC_.FNAM
Alvur's Key,阿尔弗尔的钥匙,MISC.FNAM
Alvura,阿乌拉,NPC_.FNAM
Alvura Othrenim,阿乌拉·奥瑟尼姆,NPC_.FNAM
Alynu,阿莉努,NPC_.FNAM
Alynu Aralen,阿莉努·雅拉伦,NPC_.FNAM
Am-Ra,阿姆-拉,NPC_.FNAM
Ama,艾玛,NPC_.FNAM
Ama Nin,艾玛·尼恩,NPC_.FNAM
Amaraldane,预示,亚历德语。
Amaranth,不凋花,
Amarie,阿马列,NPC_.FNAM
Amarie Charien,阿马列·查理恩,NPC_.FNAM
Amatius,阿玛蒂乌斯,NPC_.FNAM
Ambrosia,仙馐果,紫红色魔能花的产物。
Amedee,阿梅迪,NPC_.FNAM
Amelion Tomb,阿梅利翁陵墓,
Ami-El,阿米-埃尔,第一纪元的一位帝国皇帝。
Amili,艾米丽,NPC_.FNAM
Amili Llaram,艾米丽·拉拉姆,NPC_.FNAM
Amiulusus,阿米卢乌斯,NPC_.FNAM
Amnis,阿姆尼斯,NPC_.FNAM
Amori,阿莫里,NPC_.FNAM
Amount to Buy,购买数量,GMST.STRV
Amount to Sell,出售数量,GMST.STRV
Amphia,安菲亚,NPC_.FNAM
Ampoule Pod,安瓿荚,INGR.FNAM
Amring,阿木林,NPC_.FNAM
Amulet,护符,CLOT.FNAM
Amulet of Admonition,告诫护符,CLOT.FNAM
Amulet of Almsivi Intervention,奥姆希维干预护符,CLOT.FNAM
Amulet of Ashamanu,阿沙马努护符,CLOT.FNAM
Amulet of Balyna's Antidote,巴利娜的解毒护符,CLOT.FNAM
Amulet of Divine Intervention,圣灵干预护符,CLOT.FNAM
Amulet of Domination,统治护符,CLOT.FNAM
Amulet of Far Silence,沉寂护符,CLOT.FNAM
Amulet of Flesh Made Whole,道成肉身护符,CLOT.FNAM
Amulet of Frost,霜之护符,CLOT.FNAM
Amulet of Gem Feeding,宝石供养护符,CLOT.FNAM
Amulet of Health,生命护符,CLOT.FNAM
Amulet of Heartfire,心火护符,CLOT.FNAM
Amulet of Heartheal,心愈护符,CLOT.FNAM
Amulet of Heartrime,心霜护符,CLOT.FNAM
Amulet of Heartthrum,心响护符,CLOT.FNAM
Amulet of Igniis,火焰侍灵护符,CLOT.FNAM
Amulet of Infectious Charm,染疾魅惑护符,CLOT.FNAM
Amulet of Kings,众王护符,红钻的本体，舍扎尔（洛克汗）/阿卡托什与人类签订契约的证物，点燃龙火的信物。
Amulet of Levitating,悬浮护符,CLOT.FNAM
Amulet of Light,闪光护符,CLOT.FNAM
Amulet of Locking,紧锁护符,CLOT.FNAM
Amulet of Mark,标记护符,CLOT.FNAM
Amulet of Mighty Blows,狂击护符,CLOT.FNAM
Amulet of Opening,开锁护符,CLOT.FNAM
Amulet of Recall,召回护符,CLOT.FNAM
Amulet of Rest,休憩护符,CLOT.FNAM
Amulet of Sanguine Enterprise,桑吉恩经商护符,CLOT.FNAM
Amulet of Sanguine Glib Speech,桑吉恩巧舌护符,CLOT.FNAM
Amulet of Sanguine Nimble Armor,桑吉恩灵甲护符,CLOT.FNAM
Amulet of Shades,荫蔽护符,CLOT.FNAM
Amulet of Shadows,阴影护符,CLOT.FNAM
Amulet of Shield,护盾护符,CLOT.FNAM
Amulet of Silence,沉默护符,CLOT.FNAM
Amulet of Slowfalling,缓坠护符,CLOT.FNAM
Amulet of Soothing Balm,慰藉护符,CLOT.FNAM
Amulet of Speed,速度护符,CLOT.FNAM
Amulet of Spell Absorption,法术吸收护符,CLOT.FNAM
Amulet of Stamina,体力护符,CLOT.FNAM
Amulet of Strength,力量护符,CLOT.FNAM
Amulet of Unity,联结之符,CLOT.FNAM
Amulet of Usheeja,乌希亚护符,CLOT.FNAM
Amulet of Verbosity,赘言护符,CLOT.FNAM
Amulet of Water Walking,水行护符,CLOT.FNAM
An Abandoned Shack,废弃的小屋,CEL
An old tomb key,一把老旧的墓穴钥匙,MISC.FNAM
"An old, ashy key","一把积灰的旧钥匙","MISC.FNAM"
An-Deesei,安-迪瑟,NPC_.FNAM
An-Xileel,安-兹利尔,黑沼泽的阿尔贡组成的一个政治组织。
An-Zaw,安-扎,NPC_.FNAM
Anarenen,阿纳雷恩,NPC_.FNAM|WEAP.FNAM
Anarenen's Devil Tanto,阿纳雷恩的恶魔短刀,WEAP.FNAM
Anas,阿纳斯,NPC_.FNAM
Anas Ulven,阿纳斯·乌尔温,NPC_.FNAM
Anasour,阿纳索尔,NPC_.FNAM
Anasour Selitbael,阿纳索尔·瑟利特巴尔,NPC_.FNAM
Ancestor Ghost,先祖幽魂,CREA.FNAM
Ancestor Guardian,先祖护卫,CREA.FNAM|SPEL.FNAM
Ancestor Moth,先祖蛾,泰姆瑞尔最神奇的生物之一。蛾在《上古卷轴》系列中具有特殊地位，与上古卷轴有着特殊联系，同时是帝国的古老信仰之一。
Ancestor's Amulet,先祖护符,CLOT.FNAM
Ancestor's Ring,先祖之戒,CLOT.FNAM
Ancestors and the Dunmer,《先祖与丹莫》,BOOK.FNAM
Ancestral Wisdom Staff,先祖智慧之杖,WEAP.FNAM
Ancient,先祖,FACT.RNAM
Ancient Chest,古老的箱子,CONT.FNAM
Ancient daedric Key,古老迪德拉钥匙,MISC.FNAM
Ancient Dagoth Brandy,古老的达格斯白兰地,ALCH.FNAM
Ancient Dwemer Door Key,古老的锻莫门钥匙,MISC.FNAM
Ancient Nordic Pick Axe,古代诺德鹤嘴锄,WEAP.FNAM
Ancient Shipwreck,古代沉船,CEL
Ancient Silver Dagger,古老的银制匕首,WEAP.FNAM
Ancient Steel Boots,古代钢制靴子,ARMO.FNAM
Ancient Steel Cuirass,古代钢制胸甲,ARMO.FNAM
Ancient Steel Greaves,古代钢制胫甲,ARMO.FNAM
Ancient Steel Helm,古代钢制头盔,ARMO.FNAM
Ancient Steel Left Gauntlet,古代钢制左腕甲,ARMO.FNAM
Ancient Steel Left Pauldron,古代钢制左肩甲,ARMO.FNAM
Ancient Steel Right Gauntlet,古代钢制右腕甲,ARMO.FNAM
Ancient Steel Right Pauldron,古代钢制右肩甲,ARMO.FNAM
Ancient Steel Tower Shield,古代钢制塔盾,ARMO.FNAM
Ancient Wooden Chest,古老的木箱,CONT.FNAM
"Ancient, rusted Daedric Key","古老生锈的迪德拉钥匙","MISC.FNAM"
Ancois,安科伊斯,NPC_.FNAM
Ancola,安可拉,NPC_.FNAM
Anda,长的,亚历德语。
Andalas,安达拉斯,NPC_.FNAM
Andalen,安达伦,NPC_.FNAM
Andalen Ancestral Tomb,安达伦先祖墓穴,CEL
Andalin,安达林,NPC_.FNAM
Andalin Hardil,安达林·哈迪尔,NPC_.FNAM
Andalor,安达洛,NPC_.FNAM
Andalor Ancestral Tomb,安达洛先祖墓穴,CEL
Andaram,安达拉姆,NPC_.FNAM
Andaren,安达伦,NPC_.FNAM
Andarys,安达里斯,NPC_.FNAM
Andas,安达斯,CEL|NPC_.FNAM
Andas Ancestral Tomb,安达斯先祖墓穴,CEL
Andasreth,安达斯瑞斯,CEL
Andasreth Propylon,安达斯瑞斯引路器,ACTI.FNAM
Andasreth Propylon Index,安达斯瑞斯引路石,MISC.FNAM
Andavel,安达维尔,NPC_.FNAM
Andavel Ancestral Tomb,安达维尔先祖墓穴,CEL
Anden,艾登,NPC_.FNAM
Anden Thilarvel,艾登·希拉威尔,NPC_.FNAM
Andil,安迪尔,NPC_.FNAM
Andilo,安迪洛,NPC_.FNAM
Andilo Thelas,安迪洛·西拉斯,NPC_.FNAM
Andilu,安迪露,NPC_.FNAM
Andilu Drothan,安迪露·卓珊,NPC_.FNAM
Andilu Drothan: Alchemist,安迪露·卓珊：炼金术士,CEL|ACTI.FNAM
Andoren,安多伦,NPC_.FNAM
Andoren Manor,安多伦府邸,CEL
Andoril,安多里尔,NPC_.FNAM
Andothan,安多森,NPC_.FNAM
Andral,安德拉尔,NPC_.FNAM
Andrani,安德拉尼,NPC_.FNAM
Andrano,安德拉诺,NPC_.FNAM|CEL
Andrano Ancestral Tomb,安德拉诺先祖墓穴,CEL
Andre,安德列,NPC_.FNAM|CEL
Andre Maul,安德列·玛乌尔,NPC_.FNAM
Andre Maul's Tower,安德列·玛乌尔之塔,CEL
Andrelheim,安德列悉姆,NPC_.FNAM
Andrelo,安德雷罗,CEL|NPC_.FNAM
Andren's - Keep Out!,属于安德伦 - 闲人勿动！,CONT.FNAM
Andrethi,安德雷西,CEL|NPC_.FNAM
Andrethi Ancestral Tomb,安德雷西先祖墓穴,CEL
Andrethi's,安德雷西,NPC_.FNAM
Andril,安德里尔,NPC_.FNAM
Andril Othran,安德里尔·奥瑟兰,NPC_.FNAM
Andrilo,安德里洛,NPC_.FNAM
Androm,安德洛姆,NPC_.FNAM
Andromo,安德罗莫,NPC_.FNAM
Androthi,安德罗西,NPC_.FNAM
Andules,安杜雷斯,NPC_.FNAM|CEL
Andules Ancestral Tomb,安杜雷斯先祖墓穴,CEL
Andus,安杜斯,NPC_.FNAM
Andus Tradehouse,安杜斯贸易行,CEL|ACTI.FNAM
Ane,安妮,NPC_.FNAM|WEAP.FNAM
Ane Teria,安妮·特里亚,NPC_.FNAM
Ane Teria's Mace,安妮·特里亚的钉锤,WEAP.FNAM
Anel,阿内尔,NPC_.FNAM
Anel Rethelas,阿内尔·瑞泽拉斯,NPC_.FNAM
Anequina,安奎那,卡吉特历史王国
Anes,阿尼斯,NPC_.FNAM
Anes Hlaren,阿尼斯·哈拉伦,NPC_.FNAM
Anes Vendu,阿尼斯·文杜,NPC_.FNAM
Anga,安加,1.位于帝都与布鲁玛之间的一处小型亚历德遗迹 2.亚历德语，作为形容词时意为“冷”
Angahran,安加兰,NPC_.FNAM
Angalayond,冬季,亚历德语，直译为“灰铁时节”。
Angaredhel,安加雷德尔,NPC_.FNAM
Angius,安吉斯,NPC_.FNAM
Anglalos,安格拉罗斯,CEL|NPC_.FNAM
Anglalos's Shack,安格拉罗斯的小屋,CEL
Angoril,安戈利尔,NPC_.FNAM
Angria,安格利亚,CONT.FNAM
Angria's Corpse,安格利亚的遗体,CONT.FNAM
Angu,我,（Me）亚历德语。
Angua,我的,（My）亚历德语。
Angue,我的,（Mine）亚历德语。
Anhaedra,安海德拉,CREA.FNAM
Anirne,安妮涅,NPC_.FNAM
Anis,阿妮丝,NPC_.FNAM
Anis Seloth,阿妮丝·瑟罗斯,NPC_.FNAM
Anis Seloth: Alchemist,阿妮丝·瑟罗斯：炼金术士,CEL|ACTI.FNAM
Anise,安妮瑟,NPC_.FNAM
Anise Romoran,安妮瑟·罗莫兰,NPC_.FNAM
Anit,安尼特,CEL|NPC_.FNAM
Anit Eramarellaku,安尼特·埃拉马雷拉库,NPC_.FNAM
Anit's Yurt,安尼特的帐篷,CEL
Anja,安佳,CEL|MISC.FNAM|NPC_.FNAM
Anja Swift-Sailer,安佳·迅捷水手,NPC_.FNAM
Anja Swift-Sailer's House,安佳·迅捷水手的房子,CEL
Anja's Key,安佳的钥匙,MISC.FNAM
Anjari,安佳莉,NPC_.FNAM
Anka-Ra,安卡拉,意为老战士，“战士浪潮”中最可怕的战士之一，红卫人的祖先
Ano,阿诺,NPC_.FNAM
Ano Andaram,阿诺·安达拉姆,NPC_.FNAM
Ano Dran,阿诺·德兰,NPC_.FNAM
Ano Vando,阿诺·万多,NPC_.FNAM
Anora,阿诺拉,NPC_.FNAM|WEAP.FNAM
Anora's Club,阿诺拉的棍棒,WEAP.FNAM
Anrel,安瑞尔,NPC_.FNAM
Anruin,安如因,NPC_.FNAM
Ansei,安塞,剑歌者中最强大的被称为Saints of the Sword（剑之圣徒），即尤库达语言中的Ansei（安塞）。安塞能从他们的灵魂中创造一把武器，被称为Shehai（舍海）或Spirit Sword（灵剑）。
Ansi,安西,CEL
Ansu,安苏,NPC_.FNAM
Ansu Senatbael,安苏·塞纳特贝尔,NPC_.FNAM
Antabolis,安塔波利斯,MISC.FNAM|NPC_.FNAM
Antecedants of Dwemer Law,《锻莫法律探源》,BOOK.FNAM
Antechamber,前殿,CEL
Anticipation,预知者,三大善良迪德拉，波耶西亚、阿祖拉与梅法拉皆为预知者。
Anticlere,安提克莱尔,
Antidote,解毒术,SPEL.FNAM
Antonius,安东尼乌斯,CONT.FNAM|NPC_.FNAM
Antonius Nuncius,安东尼乌斯·农基乌斯,NPC_.FNAM
Antonius Nuncius' Closet,安东尼乌斯·农基乌斯的壁橱,CONT.FNAM
Antonius Nuncius' Desk,安东尼乌斯·农基乌斯的书桌,CONT.FNAM
Antu,安图,NPC_.FNAM
Antu Assarrimisun,安图·阿萨里米松,NPC_.FNAM
Anu,阿努,代表“是”与静止的原力。
Anuad,阿努阿德,
Anui-El,阿努伊-艾尔,阿努的灵魂。
Anumaril,阿努玛瑞尔,亚历德男名。
Anumidium,阿努米迪文,矮人音调建筑师卡格瑞纳克构建的人造神，由洛克汗之心提供动力。
Anumidium Plans,努米迪安设计图,MISC.FNAM
Anumidum,阿努米顿,*详见Anumidium词条。
Anurnudai,阿努尔努代,NPC_.FNAM
Anurraame,阿努尔拉谟,亚历德女名。
Anutwyll,阿努特维尔,亚历德语，意为“阿努之井”，位于布拉维尔西北部的一个中型亚历德遗迹。
Anutwyll Inner Chambers,阿努特维尔-内厅,
Anvil,安维尔,
Anya,生命；骨,亚历德语。
Apelles,阿佩尔斯,NPC_.FNAM
Apelles Matius,阿佩尔斯·马蒂乌斯,NPC_.FNAM
Apinia,阿皮尼亚,NPC_.FNAM
Apo,阿波,NPC_.FNAM
Apocrypha,异典,赫麦乌斯·莫拉的领域。
Apographa,匿典,'the hidden writings'  审判席神殿所著的宗教书籍
Apothecary,药剂师,CLAS.FNAM
Apparatus,炼金仪器,GMST.STRV
Apparel,服装,GMST.STRV
Appearance,外貌,GMST.STRV
Applewatch,苹果望,西罗帝尔的布鲁玛西部山区的一个小定居点。
Apprentice,学徒,FACT.RNAM
Apprentice's Alembic,学徒级蒸馏器,APPA.FNAM
Apprentice's Armorer's Hammer,学徒级修理锤,REPA.FNAM
Apprentice's Calcinator,学徒级煅烧器,APPA.FNAM
Apprentice's Lockpick,学徒级开锁器,LOCK.FNAM
Apprentice's Mortar and Pestle,学徒级研钵研杵,APPA.FNAM
Apprentice's Probe,学徒级陷阱探针,PROB.FNAM
Apprentice's Retort,学徒级曲颈瓶,APPA.FNAM
Apronia,阿普罗尼娅,NPC_.FNAM
Apronia Alfena,阿普罗尼娅·阿尔芬那,NPC_.FNAM
Arabhi,阿拉比,NPC_.FNAM
Aradil,阿拉迪尔,NPC_.FNAM
Aralas,阿拉拉斯,CEL|NPC_.FNAM
Aralen,雅拉伦,NPC_.FNAM
Aralen Ancestral Tomb,雅拉伦先祖墓穴,CEL
Aralor,阿拉洛,SPEL.FNAM
Aralor's Intervention,阿拉洛的干涉术,SPEL.FNAM
Aralosea,阿拉洛西亚,NPC_.FNAM
Aralosea Romori,阿拉洛西亚·罗莫里,NPC_.FNAM
Aram,阿拉姆,NPC_.FNAM
Aran,阿冉,奥德莫语里的“国王”。后加-a为阴性，表女王；arane意为“王的”；ran目前只见于亚历德语。
Aran Ancestral Tomb,阿冉先祖墓穴,CEL
Arananga,阿然安加,亚历德语，意为“王者之铁/冷”，一处亚历德遗迹。
Arangaer,阿然迦尔,NPC_.FNAM
Arannir,阿然尼尔,NPC_.FNAM
Arano,阿拉诺,NPC_.FNAM
Arano Ancestral Tomb,阿拉诺先祖墓穴,CEL
Arano Plantation,阿拉诺种植园,CEL
Aransel,阿兰塞尔,亚历德语，意为“王者厅”，位于塔尔温克遗迹内。
Arantamo,阿兰塔莫,NPC_.FNAM
Aranwen,阿兰雯,NPC_.FNAM
Arara,艾拉拉,NPC_.FNAM
Arara Uvulas,艾拉拉·乌弗拉斯,NPC_.FNAM
Aras,阿拉斯,NPC_.FNAM
Aras Girendas,阿拉斯·吉伦达斯,NPC_.FNAM
Arata,高，崇高，高贵,亚历德语
Arathor,阿然索,NPC_.FNAM
Aravel,阿拉维尔,NPC_.FNAM
Aravi,阿拉维,NPC_.FNAM
Araynys,阿雷尼斯,CREA.FNAM
Arbene,阿碧妮,NPC_.FNAM
Arbene Gernis,阿碧妮·格尼斯,NPC_.FNAM
Arcan,奥法,亚历德语
Arcana Restored,《奥术复原》,BOOK.FNAM
Arcane Clashe,奥法对决,
Arcane University,奥法大学,奥法大学成立于第二纪元，是泰姆瑞尔的魔法学习中心
Arcanorum,阿卡诺伦,奥法学院的所在地
Arch-Mage,首席法师,FACT.RNAM
Archcanon,大主教,MISC.FNAM
Archcanon's Private Key,大主教的私人住所钥匙,MISC.FNAM
Archer,弓箭手,CLAS.FNAM|GMST.STRV
Archmage,大法师,与大导师(Archmagister)进行区分。
Archmagister,大导师,FACT.RNAM
Archmaster,家主,FACT.RNAM
Archon,阿尔孔,黑沼泽主要城市之一
Arcta,承认,亚历德语，-voy为祈使式
Ardarume,安达鲁姆,NPC_.FNAM
Ardhil,阿迪尔,NPC_.FNAM
Areas,埃里尔斯,NPC_.FNAM
Aredhel,阿瑞德尔,NPC_.FNAM
Arelas,阿雷拉斯,CEL|NPC_.FNAM
Arelas' House,阿雷拉斯的房子,CEL
Areleth,阿雷斯,NPC_.FNAM
Areloth,阿雷洛斯,CEL|NPC_.FNAM
Arelvam,阿尔瓦姆,NPC_.FNAM
Arelvam Sadrano,阿尔瓦姆·萨德拉诺,NPC_.FNAM
Aren,艾伦,NPC_.FNAM|CEL|CONT.FNAM
Aren Maren,艾伦·马伦,NPC_.FNAM
Arena,竞技场,CEL
Arena Canalworks,竞技场河道工作区,CEL
Arena Canton,竞技场区,ACTI.FNAM
Arena Cell Key,竞技场牢房钥匙,MISC.FNAM
Arena Fighter's Training,竞技场战士训练区,ACTI.FNAM
Arena Fighters Quarters,竞技场战士宿舍,CEL
Arena Fighters Training,竞技场战士训练区,CEL
Arena Hidden Area,竞技场隐藏区,CEL
Arena Holding Cells,竞技场监狱,CEL
Arena Pit,决斗场,CEL
Arena Storage,竞技场储存室,CEL
Arena Underworks,竞技场区下水道,CEL
Arena Waistworks,竞技场中层工作区,CEL
Arenara,阿雷娜拉,NPC_.FNAM
Arenim,阿雷尼姆,NPC_.FNAM
Arenim Ancestral Tomb,阿雷尼姆先祖墓穴,CEL
Arenim burial key,阿雷尼姆墓地的钥匙,MISC.FNAM
Arenim Manor,阿雷尼姆府邸,CEL
Arenthia,阿伦提亚,瓦伦伍德与艾斯维尔的一个相邻地区
Ares,阿瑞斯,NPC_.FNAM
Areth,艾瑞斯,NPC_.FNAM
Arethan,阿雷森,NPC_.FNAM
Arethan Ancestral Tomb,阿雷桑先祖墓穴,CEL
Arethan Mandas,阿雷森·曼达斯,NPC_.FNAM
Arethi,阿雷西,CEL|NPC_.FNAM
Argonia,阿尔贡尼亚,与Black Marsh黑沼泽所指的地区相同。
Argonian,阿尔贡,RACE.FNAM
Argonian Mission,阿尔贡使馆,CEL
Arielle,艾丽尔,NPC_.FNAM
Arielle Phiencel,艾丽尔·菲恩瑟尔,NPC_.FNAM
Arinith,阿里尼斯,NPC_.FNAM
Ariulcabor,安留卡波,NPC_.FNAM
Ariulcabor Leontiulonus,安留卡波·里欧提罗乌斯,NPC_.FNAM
Arius,阿里乌斯,NPC_.FNAM
Arius Rulician,阿里乌斯·鲁利西安,NPC_.FNAM
Arkay,阿尔凯,生死与轮回之神，圣灵之一。
Arkay the Enemy,《阿尔凯即是敌人》,BOOK.FNAM
Arkayn,阿尔卡因,Arkay的别名。
Arkming the Flayer,劫掠者阿克明,NPC_.FNAM
Arkngthand,阿肯赞德,CEL
Arkngthunch-Sturdumz,阿肯图奇-斯特达姆兹,CEL
Arkved,阿克维德,
Arkved's Death Quarters,阿克维德的死亡居室,
Arkved's Hall of Changes,阿克维德的无定之厅,
Arkved's Lost Halls,阿克维德的迷失大厅,
Arkved's Oasis,阿克维德的绿洲,
Arkved's Retreat,阿克维德的隐居处,
Arkved's Tower,阿克维德之塔,
Arkved's Void,阿克维德的虚空,
Arlowe,阿罗维,NPC_.FNAM
Armigers Stronghold,扈从堡垒,CEL
Armigers Stronghold dungeon key,扈从堡垒地牢钥匙,MISC.FNAM
Armion,阿米恩,NPC_.FNAM
Armor,护甲,GMST.STRV
Armor Eater,盔甲吞噬者,SPEL.FNAM
Armor Rating,防护等级,GMST.STRV
Armorer,修理,GMST.STRV
Armory,军械库|装备商,CEL
Arms,武器店,ACTI.FNAM
Armun-An Bonemold Cuirass,阿蒙-安骨模胸甲,ARMO.FNAM
Armun-An Bonemold L Pauldron,阿蒙-安骨模左肩甲,ARMO.FNAM
Armun-An Bonemold R Pauldron,阿蒙-安骨模右肩甲,ARMO.FNAM
Armun-Ani,阿尔蒙-阿尼,丹莫的一个文化
Arnand,阿尔南德,NPC_.FNAM
Arnand Liric,阿尔南德·莱利克,NPC_.FNAM
Arns,阿恩斯,NPC_.FNAM
Arns Saren,阿恩斯·萨伦,NPC_.FNAM
Arns Uvalas,阿恩斯·尤瓦拉斯,NPC_.FNAM
Arnsa,阿恩莎,NPC_.FNAM
Arnsa Thendas,阿恩莎·森达斯,NPC_.FNAM
Arnsi,阿尼斯,NPC_.FNAM
Arnsi Nerandas,阿尼斯·内兰达斯,NPC_.FNAM
Arnskar,昂萨卡,NPC_.FNAM
Aroa,阿罗亚,NPC_.FNAM
Aroa Nethalen,阿罗亚·内塔伦,NPC_.FNAM
Arobar,阿罗巴,CLOT.FNAM|NPC_.FNAM
Arobar Guard Quarters,阿罗巴守卫住所,CEL
Arobar Manor Bedrooms,阿罗巴庄园卧室,CEL
Arobar Manor Entrance,阿罗巴庄园入口,CEL
Arobar Manor Guard's Key,阿罗巴庄园守卫的钥匙,MISC.FNAM
Arobar Manor Key,阿罗巴庄园的钥匙,MISC.FNAM
Arobar Private Quarters,阿罗巴私人住所,CEL
Arobar's Amulet,阿罗巴的护符,CLOT.FNAM
Aron,阿隆,NPC_.FNAM
Aron Andaren,阿隆·安达伦,NPC_.FNAM
Arothan,阿罗森,NPC_.FNAM
Arpen,贵族,亚历德语。
Arpenia,阿尔佩尼亚,亚历德语，意为“贵族”，位于赛洛迪尔黑木地区的热带雨林中，布拉维尔与利雅文之间。它以照亮地下大厅的白色水晶而闻名。
Arrille,阿里尔,NPC_.FNAM
Arrille's Tradehouse,阿里尔贸易行,CEL|ACTI.FNAM
Arrinis,阿里尼斯,NPC_.FNAM
Arrinis Cerunia,阿里尼斯·塞鲁尼亚,NPC_.FNAM
Arrow,利箭号,CEL
Arrow of Wasting Flame,烈火灼烧之箭,WEAP.FNAM
Arrow of Wasting Shard,凌寒彻骨之箭,WEAP.FNAM
Arrow of Wasting Spark,电光石火之箭,WEAP.FNAM
Arrow of Wasting Viper,致死蛇毒之箭,WEAP.FNAM
Arrowshaft Cavern,箭杆洞穴,
Arrowshaft Cavern Subtarrane,箭杆洞穴-地下结构,
Arsyn,艾森,NPC_.FNAM
Arsyn Salas,艾森·萨拉斯,NPC_.FNAM
Artaeum,阿泰乌姆,常错译为“阿 塔 尤 姆”。
Artemon,阿尔特蒙,西罗帝尔的一个内陆城市。
Arthe,阿尔特,NPC_.FNAM
Artisa,阿提莎,NPC_.FNAM
Artisa Arelas,阿提莎·阿雷拉斯,NPC_.FNAM
Artoria,阿尔托利亚,NPC_.FNAM
Artorius,阿托留斯,NPC_.FNAM
Arval,阿尔沃,NPC_.FNAM
Arvama,阿瓦玛,NPC_.FNAM
